,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
2028,2-s2.0-0034738813,100.0,Veterinary Microbiology,"Pereira, Cesar A.D.;Monezi, Telma A.;Mehnert, Dolores U.;D'Angelo, Magali;Durigon, Edison L.",2000-07-31,2000,1.0
2029,2-s2.0-0034267379,4.0,Memorias do Instituto Oswaldo Cruz,"Queiroz, A. P.S.;Santos, F. M.;Hársi, C. M.;Candeias, J. M.G.;Monezi, T. A.;Mehnert, D. U.",2000-01-01,2000,1.0
2030,2-s2.0-0030621961,20.0,Memorias do Instituto Oswaldo Cruz,"Mehnert, D. U.;Stewien, K. E.;Hársi, C. M.;Queiroz, A. P.S.;Candeias, J. M.G.;Candeias, J. A.N.",1997-01-01,1997,1.0
2031,2-s2.0-0028458587,4.0,Brazilian journal of medical and biological research = Revista brasileira de pesquisas médicas e biológicas / Sociedade Brasileira de Biofísica ... [et al.],"Stewien, K. E.;Mehnert, D. U.;Hársi, C. M.;Stewien, E. T.;Candeias, J. M.;Tanaka, K.",1994-01-01,1994,2.0
2032,2-s2.0-0027458254,41.0,Applied and Environmental Microbiology,"Mehnert, D. U.;Stewien, K. E.",1993-01-01,1993,1.0
2033,2-s2.0-85065852955,0.0,Life Sciences,"Mori, Rosana Cristina;Poças da Silva, Thaís;Campello, Raquel Saldanha;Machado, Ubiratan Fabres",2019-07-15,2019,1.0
2034,2-s2.0-85058061975,0.0,Molecular and Cellular Endocrinology,"Yonamine, Caio Y.;Alves-Wagner, Ana B.;Esteves, João V.;Okamoto, Maristela M.;Correa-Giannella, Maria L.;Giannella-Neto, Daniel;Machado, Ubiratan F.",2019-02-05,2019,1.0
2035,2-s2.0-85063690411,0.0,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology","Alves-Wagner, Ana Barbara;Yonamine, Caio Yogi;de Fatima, Luciana Alves;Festuccia, William;Machado, Ubiratan Fabres",2019-01-01,2019,1.0
2036,2-s2.0-85065778342,0.0,Molecular and Cellular Endocrinology,"Fatima, Luciana A.;Campello, Raquel S.;Barreto-Andrade, João N.;Passarelli, Marisa;Clegg, Deborah J.;Machado, Ubiratan F.",2019-01-01,2019,1.0
2037,2-s2.0-85047772919,2.0,Scientific Reports,"Pinto-Junior, Danilo C.;Silva, Karolline S.;Michalani, Maria L.;Yonamine, Caio Y.;Esteves, João V.;Fabre, Nelly T.;Thieme, Karina;Catanozi, Sérgio;Okamoto, Maristela M.;Seraphim, Patricia M.;Corrêa-Giannella, Maria L.;Passarelli, Marisa;Machado, Ubiratan F.",2018-12-01,2018,1.0
2038,2-s2.0-85055101670,1.0,Frontiers in Endocrinology,"Esteves, João V.;Yonamine, Caio Y.;Pinto-Junior, Danilo C.;Gerlinger-Romero, Frederico;Enguita, Francisco J.;MacHado, Ubiratan F.",2018-09-12,2018,1.0
2039,2-s2.0-85052889233,1.0,International Journal of Medical Sciences,"Barreto-Andrade, João Nilton;de Fátima, Luciana Alves;Campello, Raquel Saldanha;Guedes, José Augusto Cipriano;de Freitas, Helayne Soares;Okamoto, Maristela Mitiko;Machado, Ubiratan Fabres",2018-08-10,2018,1.0
2040,2-s2.0-85046664401,1.0,Frontiers in Physiology,"Pinto, Paula R.;da Silva, Karolline S.;Iborra, Rodrigo T.;Okuda, Ligia S.;Gomes-Kjerulf, Diego;Ferreira, Guilherme S.;Machado-Lima, Adriana;Rocco, Debora D.F.M.;Nakandakare, Edna R.;Machado, Ubiratan F.;Correa-Giannella, Maria L.;Catanozi, Sergio;Passarelli, Marisa",2018-05-08,2018,2.0
2041,2-s2.0-85044728217,0.0,Lipids in Health and Disease,"Ebersbach-Silva, Patrícia;Poletto, Ana Cláudia;David-Silva, Aline;Seraphim, Patrícia Monteiro;Anhê, Gabriel Forato;Passarelli, Marisa;Furuya, Daniela Tomie;Machado, Ubiratan Fabres",2018-04-02,2018,1.0
2042,2-s2.0-85057251987,1.0,"Applied Physiology, Nutrition and Metabolism","Dresseno, Luciana P.;Lehnen, Alexandre M.;Teló, Gabriela;Silveira, Ariel;Markoski, Melissa M.;Machado, Ubiratan F.;Schaan, Beatriz D’Agord",2018-01-01,2018,2.0
2043,2-s2.0-85038563893,1.0,Diabetes and Vascular Disease Research,"Santos-Bezerra, Daniele P.;Machado-Lima, Adriana;Monteiro, Maria Beatriz;Admoni, Sharon N.;Perez, Ricardo V.;Machado, Cleide G.;Shimizu, Maria Heloíza;Cavaleiro, Ana M.;Thieme, Karina;Queiroz, Márcia S.;Machado, Ubiratan F.;Giannella-Neto, Daniel;Passarelli, Marisa;Corrêa-Giannella, Maria Lúcia",2018-01-01,2018,2.0
2044,2-s2.0-85032733665,1.0,Journal of Diabetes and its Complications,"Iborra, Rodrigo Tallada;Machado-Lima, Adriana;Okuda, Ligia Shimabukuro;Pinto, Paula Ramos;Nakandakare, Edna Regina;Machado, Ubiratan Fabres;Correa-Giannella, Maria Lucia;Pickford, Russell;Woods, Tom;Brimble, Margaret A.;Rye, Kerry Anne;Lu, Rui;Yokoyama, Shinji;Passarelli, Marisa",2018-01-01,2018,2.0
2045,2-s2.0-85036624364,6.0,Scientific Reports,"Fatima, L. A.;Campello, R. S.;Santos, R. De Souza;Freitas, H. S.;Frank, A. P.;Machado, U. F.;Clegg, D. J.",2017-12-01,2017,2.0
2046,2-s2.0-85036640419,4.0,Journal of Molecular Endocrinology,"Campello, Raquel S.;Fátima, Luciana A.;Barreto-Andrade, João Nilton;Lucas, Thais F.;Mori, Rosana C.;Porto, Catarina S.;Machado, Ubiratan F.",2017-10-01,2017,1.0
2047,2-s2.0-85030089870,3.0,Frontiers in Physiology,"da Silva, Karolline S.;Pinto, Paula R.;Fabre, Nelly T.;Gomes, Diego J.;Thieme, Karina;Okuda, Ligia S.;Iborra, Rodrigo T.;Freitas, Vanessa G.;Shimizu, Maria H.M.;Teodoro, Walcy R.;Marie, Suely K.N.;Woods, Tom;Brimble, Margaret A.;Pickford, Russell;Rye, Kerry Anne;Okamoto, Maristela;Catanozi, Sergio;Correa-Giannela, Maria L.;Machado, Ubiratan F.;Passarelli, Marisa",2017-09-22,2017,2.0
2048,2-s2.0-85047649659,8.0,"Molecules (Basel, Switzerland)","Yonamine, Caio Y.;Pinheiro-Machado, Erika;Michalani, Maria L.;Alves-Wagner, Ana B.;Esteves, João V.;Freitas, Helayne S.;Machado, Ubiratan F.",2017-07-14,2017,1.0
2049,2-s2.0-85014776877,1.0,Molecular and Cellular Endocrinology,"Fabre, Nelly T.;Thieme, Karina;Silva, Karolline S.;Catanozi, Sérgio;Cavaleiro, Ana Mercedes;Pinto, Danilo A.C.;Okamoto, Maristela M.;Morais, Mychel Raony P.T.;Falquetto, Bárbara;Zorn, Telma M.;Machado, Ubiratan F.;Passarelli, Marisa;Correa-Giannella, Maria Lúcia",2017-05-15,2017,2.0
2050,2-s2.0-85006710306,5.0,Molecular and Cellular Biochemistry,"Gerlinger-Romero, Frederico;Yonamine, Caio Yogi;Junior, Danilo Correa Pinto;Esteves, João Victor Del Conti;Machado, Ubiratan Fabres",2017-03-01,2017,1.0
2051,2-s2.0-85018659270,11.0,Journal of Diabetes Research,"Esteves, João Victor;Enguita, Francisco Javier;Machado, Ubiratan Fabres",2017-01-01,2017,1.0
2052,2-s2.0-85000948376,3.0,Cellular Physiology and Biochemistry,"Thieme, Karina;Da Silva, Karolline S.;Fabre, Nelly T.;Catanozi, Sergio;Monteiro, Maria Beatriz;Santos-Bezerra, Daniele Pereira;Costa-Pessoa, Juliana Martins;Oliveira-Souza, Maria;Machado, Ubiratan F.;Passarelli, Marisa;Correa-Giannella, Maria Lucia",2016-12-01,2016,2.0
2053,2-s2.0-84988723372,7.0,Clinica Chimica Acta,"Monteiro, Maria Beatriz;Santos-Bezerra, Daniele Pereira;Thieme, Karina;Passarelli, Marisa;Machado, Ubiratan Fabres;Lin, Chin Jia;Corrêa-Giannella, Maria Lúcia",2016-11-01,2016,2.0
2054,2-s2.0-84948171836,3.0,Clinical Oral Investigations,"Pereira, Renato Felipe;de Oliveira da Mota, Max Sander;de Lima Coutinho Mattera, Maria Sara;Tsosura, Thaís Verônica Saori;Chiba, Fernando Yamamoto;Garbin, Cléa Adas Saliba;Ervolino, Edilson;Cintra, Luciano Tavares Angelo;Okamoto, Maristela Mitiko;Machado, Ubiratan Fabres;Sumida, Doris Hissako",2016-09-01,2016,2.0
2055,2-s2.0-84979871516,3.0,European Journal of Endocrinology,"Madeira, João L.O.;Jorge, Alexander A.L.;Martin, Regina M.;Montenegro, Luciana R.;Franca, Marcela M.;Costalonga, Everlayny F.;Correa, Fernanda A.;Otto, Aline P.;Arnhold, Ivo J.P.;Freitas, Helayne S.;Machado, Ubiratan F.;Mendonca, Berenice B.;Carvalho, Luciani R.",2016-08-01,2016,2.0
2056,2-s2.0-84978405466,15.0,Nutrition and Metabolism,"Yonamine, Caio Yogi;Pinheiro-Machado, Erika;Michalani, Maria Luiza;Freitas, Helayne Soares;Okamoto, Maristela Mitiko;Corrêa-Giannella, Maria Lucia;MacHado, Ubiratan Fabres",2016-06-29,2016,1.0
2057,2-s2.0-84961851500,8.0,Metabolism: Clinical and Experimental,"Monteiro, Maria Beatriz;Thieme, Karina;Santos-Bezerra, Daniele Pereira;Queiroz, Márcia Silva;Woronik, Viktoria;Passarelli, Marisa;MacHado, Ubiratan Fabres;Giannella-Neto, Daniel;Oliveira-Souza, Maria;Corrêa-Giannella, Maria Lúcia",2016-06-01,2016,2.0
2058,2-s2.0-84958974577,4.0,Life Sciences,"Mattera, Maria Sara De Lima Coutinho;Chiba, Fernando Yamamoto;Mota, Max Sander De Oliveira Da;Pereira, Renato Felipe;Ervolino, Edilson;Chaves Neto, Antonio Hernandes;Salzedas, Leda Maria Pescinini;Scaramele, Natália Francisco;Silva, Cristina Antoniali;Okamoto, Maristela Mitiko;Machado, Ubiratan Fabres;Sumida, Doris Hissako",2016-03-01,2016,2.0
2059,2-s2.0-84959010971,9.0,Scientific Reports,"Oliveira, Tales Lyra;Candeia-Medeiros, Návylla;Cavalcante-Araújo, Polliane M.;Melo, Igor Santana;Fávaro-Pípi, Elaine;Fátima, Luciana Alves;Rocha, Antônio Augusto;Goulart, Luiz Ricardo;Machado, Ubiratan Fabres;Campos, Ruy R.;Sabino-Silva, Robinson",2016-02-23,2016,2.0
2060,2-s2.0-84958043659,5.0,Journal of Medicinal Food,"White, Pollyanna A.S.;Araújo, Jessica M.D.;Cercato, Luana M.;Souza, Lucas A.;Barbosa, Ana Paula Oliveira;Quintans-Junior, Lucindo José;Machado, Ubiratan F.;Camargo, Enilton A.;Brito, Luciana C.;Santos, Marcio Roberto V.",2016-02-01,2016,2.0
2061,2-s2.0-84952637127,7.0,Free Radical Research,"Monteiro, Maria Beatriz;Santos-Bezerra, Daniele Pereira;Thieme, Karina;Admoni, Sharon Nina;Perez, Ricardo Vessoni;Machado, Cleide Guimarães;Queiroz, Marcia Silva;Nery, Marcia;Oliveira-Souza, Maria;Woronik, Viktoria;Passarelli, Marisa;Giannella-Neto, Daniel;Machado, Ubiratan Fabres;Corrêa-Giannella, Maria Lúcia",2016-01-02,2016,2.0
2062,2-s2.0-85003874914,0.0,Journal of Endocrinology,"Sousa, Liza Margareth Medeiros De Carvalho;Silva, Renata dos Santos;da Fonseca, Vanessa Uemura;Leandro, Rafael Magdanelo;Di Vincenzo, Thiago Senna;Alves-Wagner, Ana Bárbara;Machado, Ubiratan Fabres;De Papa, Paula Carvalho",2016-01-01,2016,2.0
2063,2-s2.0-84941781155,10.0,Lipids in Health and Disease,"Pinto, Paula Ramos;Rocco, Débora Dias Ferraretto Moura;Okuda, Ligia Shimabukuro;Machado-Lima, Adriana;Castilho, Gabriela;Da Silva, Karolline Santana;Gomes, Diego Juvenal;De Souza Pinto, Raphael;Iborra, Rodrigo Tallada;Ferreira, Guilherme Da Silva;Nakandakare, Edna Regina;Machado, Ubiratan Fabres;Correa-Giannella, Maria Lucia Cardillo;Catanozi, Sergio;Passarelli, Marisa",2015-09-16,2015,2.0
2064,2-s2.0-84923290833,11.0,Journal of Cellular Physiology,"Machado-Lima, Adriana;Iborra, Rodrigo T.;Pinto, Raphael S.;Castilho, Gabriela;Sartori, Camila H.;Oliveira, Erika R.;Okuda, Ligia S.;Nakandakare, Edna R.;Giannella-Neto, Daniel;Machado, Ubiratan F.;Corrêa-Giannella, Maria Lucia C.;Traldi, Pietro;Porcu, Simona;Roverso, Marco;Lapolla, Annunziata;Passarelli, Marisa",2015-06-01,2015,2.0
2065,2-s2.0-84923358216,4.0,Clinica Chimica Acta,"Marques, T.;Patente, T. A.;Monteiro, M. B.;Cavaleiro, A. M.;Queiroz, M. S.;Nery, M.;de Azevedo, M. J.;Canani, L. H.;Parisi, M. C.;Moura-Neto, A.;Passarelli, M.;Giannella-Neto, D.;Machado, U. F.;Corrêa-Giannella, M. L.",2015-04-05,2015,2.0
2066,2-s2.0-84919884648,16.0,Molecular and Cellular Endocrinology,"Poletto, Ana Cláudia;Furuya, Daniela Tomie;David-Silva, Aline;Ebersbach-Silva, Patrícia;Corrêa-Giannella, Maria Lúcia;Passarelli, Marisa;Machado, Ubiratan Fabres",2015-02-05,2015,1.0
2067,2-s2.0-84926005540,11.0,Diabetology and Metabolic Syndrome,"Poletto, Ana Cláudia;David-Silva, Aline;Yamamoto, Aline Pedro De Melo;Machado, Ubiratan Fabres;Furuya, Daniela Tomie",2015-01-01,2015,2.0
2068,2-s2.0-84947437819,6.0,Autonomic Neuroscience: Basic and Clinical,"Alves-Wagner, Ana Barbara;Mori, Rosana Cristina;Sabino-Silva, Robinson;Fatima, Luciana Alves;da Silva Alves, Adilson;Britto, Luiz Roberto;D'Agord Schaan, Beatriz;Machado, Ubiratan Fabres",2015-01-01,2015,1.0
2069,2-s2.0-84924025142,6.0,BioMed Research International,"Christoffolete, Marcelo Augusto;Silva, William Jose;Ramos, Gracielle Vieira;Bento, Mirella Ribeiro;Costa, Monique Oliveira;Ribeiro, Miriam Oliveira;Okamoto, Maristela Mitiko;Lohmann, Tania Helena;Machado, Ubiratan Fabres;Musarò, Antonio;Moriscot, Anselmo Sigari",2015-01-01,2015,1.0
2070,2-s2.0-84907046565,7.0,Diabetology and Metabolic Syndrome,"Alves-Wagner, Ana Barbara;Sabino-Silva, Robinson;Campello, Raquel S.;Mori, Rosana C.;MacHado, Ubiratan F.",2014-09-10,2014,1.0
2071,2-s2.0-84921644466,12.0,Life Sciences,"Moraes, Paulo Alexandre;Yonamine, Caio Yogi;Pinto Junior, Danilo Correa;Esteves, João Victor Del Conti;Machado, Ubiratan Fabres;Mori, Rosana Cristina",2014-07-22,2014,2.0
2072,2-s2.0-84896718396,3.0,Expert Opinion on Emerging Drugs,"Machado, Ubiratan Fabres;Corrêa-Giannella, Maria Lucia",2014-03-01,2014,1.0
2073,2-s2.0-84894032253,2.0,Metabolism: Clinical and Experimental,"Zanquetta, Melissa Moreira;Alves-Wagner, Ana Barbara;Mori, Rosana Cristina;Campello, Raquel Saldanha;Machado, Ubiratan Fabres",2014-03-01,2014,1.0
2074,2-s2.0-84895616277,12.0,Cellular Physiology and Biochemistry,"Da Costa-Pessoa, Juliana Martins;Damasceno, Rosélia Santos;Machado, Ubiratan Fabres;Beloto-Silva, Olívia;Oliveira-Souza, Maria",2014-01-01,2014,2.0
2075,2-s2.0-84912569996,4.0,Clinical and Experimental Pharmacology and Physiology,"Lehnen, Tatiana Ederich;Lehnen, Alexandre Machado;Tavares, Angela Maria Vicente;Belló-Klein, Adriane;Markoski, Melissa Medeiros;Machado, Ubiratan Fabres;Schaan, Beatriz",2014-01-01,2014,2.0
2076,2-s2.0-84906935402,16.0,Acta Physiologica,"Yonamine, C. Y.;Teixeira, S. S.;Campello, R. S.;Gerlinger-Romero, F.;Rodrigues, C. F.;Guimarães-Ferreira, L.;Machado, U. F.;Nunes, M. T.",2014-01-01,2014,1.0
2077,2-s2.0-84888348025,9.0,Reproduction,"De Carvalho Papa, Paula;De Carvalho Sousa, Liza Margareth Medeiros;Dos Santos Silva, Renata;De Fátima, Luciana Alves;Da Fonseca, Vanessa Uemura;Do Amaral, Vanessa Coutinho;Hoffmann, Bernd;Alves-Wagner, Ana Bárbara;Machado, Ubiratan Fabres;Kowalewski, Mariusz Pawel",2014-01-01,2014,2.0
2078,2-s2.0-84887222117,18.0,Life Sciences,"David-Silva, Aline;Freitas, Helayne S.;Okamoto, Maristela M.;Sabino-Silva, Robinson;Schaan, Beatriz D.;Machado, Ubiratan F.",2013-11-19,2013,1.0
2079,2-s2.0-84886015132,8.0,Diabetology and Metabolic Syndrome,"Sabino-Silva, Robinson;Okamoto, Maristela Mitiko;David-Silva, Aline;Mori, Rosana Cristina;Freitas, Helayne Soares;Machado, Ubiratan Fabres",2013-10-28,2013,1.0
2080,2-s2.0-84885956242,1.0,Hormone and Metabolic Research,"Lehnen, A. M.;Leguisamo, N. M.;Dias, L. D.;Pinto, G. H.;Okamoto, N. M.;Machado, U. F.;Schaan, B. D.",2013-09-24,2013,2.0
2081,2-s2.0-84879411899,3.0,Life Sciences,"Da Silva, Ariel S.;Dias, Lucinara D.;Borges, Júlia F.;Markoski, Melissa M.;De Souza, Martina S.;Irigoyen, Maria C.;Machado, Ubiratan F.;Schaan, Beatriz D.",2013-07-10,2013,2.0
2082,2-s2.0-84881058916,19.0,Clinics,"Caponi, Paula Wesendonck;Lehnen, Alexandre Machado;Pinto, Graziela Hünning;Borges, Júlia;Markoski, Melissa;Machado, Ubiratan F.;Schaan, Beatriz D.Agord",2013-07-01,2013,2.0
2083,2-s2.0-84880939505,12.0,Arquivos Brasileiros de Endocrinologia e Metabologia,"White, Pollyanna A.S.;Cercato, Luana M.;Araújo, Jéssica M.D.;Souza, Lucas A.;Soares, Andréa F.;Barbosa, Ana Paula O.;Neto, José M.de R.;Marçal, Anderson C.;Machado, Ubiratan F.;Camargo, Enilton A.;Santos, Márcio R.V.;Brito, Luciana C.",2013-07-01,2013,2.0
2084,2-s2.0-84878811248,0.0,Current Topics in Medicinal Chemistry,"Campello, R. S.;Alves-Wagner, A. B.;Lucas, T. F.;Mori, R. C.;Furuya, D. T.;Porto, C. S.;Machado, U. F.",2013-06-14,2013,1.0
2085,2-s2.0-84878834897,18.0,Pharmacogenomics,"Corrêa-Giannella, Maria Lucia;MacHado, Ubiratan F.",2013-06-01,2013,1.0
2086,2-s2.0-84876402852,18.0,Molecular and Cellular Endocrinology,"Furuya, D. T.;Neri, E. A.;Poletto, A. C.;Anhê, G. F.;Freitas, H. S.;Campello, R. S.;Rebouças, N. A.;Machado, U. F.",2013-05-06,2013,1.0
2087,2-s2.0-84874541894,5.0,Arquivos Brasileiros de Endocrinologia e Metabologia,"Ebersbach-Silva, Patricia;Alves, Thamara;Fonseca, Agatha Tomoko Sakata;Oliveira, Marcia Aparecida do Nascimento;Machado, Ubiratan Fabres;Seraphim, Patricia Monteiro",2013-03-07,2013,2.0
2088,2-s2.0-84873037671,30.0,Diabetes,"Jiang, Lake Q.;Duque-Guimaraes, Daniella E.;MacHado, Ubiratan F.;Zierath, Juleen R.;Krook, Anna",2013-02-01,2013,2.0
2089,2-s2.0-84874889817,12.0,Current Topics in Medicinal Chemistry,"Campello, R. S.;Alves-Wagner, A. B.;Lucas, T. F.;Mori, R. C.;Furuya, D. T.;Porto, C. S.;Machado, U. F.",2012-12-01,2012,1.0
2090,2-s2.0-84867994315,5.0,Fundamental and Clinical Pharmacology,"de Oliveira, Ubirajara Oliveira;Belló-Kein, Adriane;de Oliveira, Álvaro Reischak;Kuchaski, Luiz Carlos;Machado, Ubiratan Fabres;Irigoyen, Maria Claudia;Schaan, Beatriz D.Agord",2012-12-01,2012,2.0
2091,2-s2.0-84868329042,8.0,Clinics,"Konrad, Signorá Peres;Farah, Vera;Rodrigues, Bruno;Wichi, Rogério Brandão;Machado, Ubiratan Fabres;Lopes, Heno Ferreira;Schaan, Beatriz D.Agord;de Angelis, Kátia;Irigoyen, Maria Cláudia",2012-11-08,2012,2.0
2092,2-s2.0-84866406303,16.0,Journal of Molecular Endocrinology,"Furuya, D. T.;Poletto, A. C.;Freitas, H. S.;Machado, U. F.",2012-10-01,2012,1.0
2093,2-s2.0-84864949747,54.0,Cardiovascular Diabetology,"Leguisamo, Natalia M.;Lehnen, Alexandre M.;Machado, Ubiratan F.;Okamoto, Maristela M.;Markoski, Melissa M.;Pinto, Graziela H.;Schaan, Beatriz D.",2012-08-16,2012,2.0
2094,2-s2.0-84864278991,45.0,European Journal of Pharmacology,"Anhê, Gabriel F.;Okamoto, Maristela M.;Kinote, Andrezza;Sollon, Carolina;Lellis-Santos, Camilo;Anhê, Fernando F.;Lima, Guilherme A.;Hirabara, Sandro M.;Velloso, Licio A.;Bordin, Silvana;MacHado, Ubiratan F.",2012-08-15,2012,1.0
2095,2-s2.0-84863688681,21.0,Journal of Periodontology,"Colombo, Natalia H.;Shirakashi, Daisy J.;Chiba, Fernando Y.;De Lima Coutinho, Maria Sara;Ervolino, Edilson;Garbin, Cléa Adas Saliba;MacHado, Ubiratan Fabres;Sumida, Doris H.",2012-07-01,2012,2.0
2096,2-s2.0-84860802356,7.0,Canadian Journal of Physiology and Pharmacology,"Campello, Raquel Saldanha;Alves-Wagner, Ana Barbara Teixeira;Abdulkader, Fernando;Mori, Rosana Cristina Tieko;Machado, Ubiratan Fabres",2012-05-01,2012,1.0
2097,2-s2.0-84855466034,22.0,Thyroid,"Brunetto, Erika Lia;Teixeira, Silvania Da Silva;Giannocco, Gisele;MacHado, Ubiratan Fabres;Nunes, Maria Tereza",2012-01-01,2012,1.0
2098,2-s2.0-84867308386,0.0,Physiology and Behavior,"Sabino-Silva, Robinson;Ceroni, Alexandre;Koganezawa, Tadachika;Michelini, Lisete C.;Machado, Ubiratan F.;Antunes, Vagner R.",2012-01-01,2012,1.0
2099,2-s2.0-84455180398,3.0,Arquivos Brasileiros de Cardiologia,"de Oliveira, Ubirajara Oliveira;de Oliveira, Álvaro Reischak;Kucharski, Luiz Carlos;Machado, Ubiratan Fabres;Irigoyen, Maria Claudia;Schaan, Beatriz D.agord",2011-11-01,2011,2.0
2100,2-s2.0-80555143102,33.0,Journal of Endocrinology,"Okamoto, Maristela Mitiko;Anhê, Gabriel Forato;Sabino-Silva, Robinson;Marques, Milano Felipe Dos Santos Ferreira;Freitas, Helayne Soares;Mori, Rosana Cristina Tieko;Melo, Karla Fabiana S.;Machado, Ubiratan Fabres",2011-10-01,2011,1.0
2101,2-s2.0-79957936625,8.0,Cardiovascular Diabetology,"Dias, Lucinara D.;Casali, Karina R.;Leguisamo, Natalia M.;Azambuja, Felipe;Souza, Martina S.;Okamoto, Maristela;Machado, Ubiratan F.;Irigoyen, Maria C.;Schaan, Beatriz D.",2011-06-07,2011,2.0
2102,2-s2.0-80052581842,2.0,Revista Brasileira de Medicina do Esporte,"Silva, Patrícia Ebersbach;Alves, Thâmara;Fonseca, Ágatha Tomoko Sakata;Oliveira, Márcia Aparecida do Nascimento;Machado, Ubiratan Fabres;Seraphim, Patrícia Monteiro",2011-05-01,2011,2.0
2103,2-s2.0-79955088433,6.0,Cardiovascular Diabetology,"Dias, Lucinara D.;Casali, Karina R.;Leguisamo, Natalia M.;Azambuja, Felipe;Souza, Martina S.;Okamoto, Maristela;Machado, Ubiratan F.;Irigoyen, Maria C.;Schaan, Beatriz D.",2011-04-17,2011,2.0
2104,2-s2.0-79957599042,9.0,Arquivos Brasileiros de Endocrinologia e Metabologia,"Panveloski-Costa, Ana Carolina;Pinto, Danilo Antônio Correa;Brandão, Bruna Brasil;Moreira, Rafael Junges;Machado, Ubiratan Fabres;Seraphim, Patrícia Monteiro",2011-03-01,2011,2.0
2105,2-s2.0-79953272564,8.0,Hormone and Metabolic Research,"Lehnen, A. M.;Leguisamo, N. M.;Pinto, G. H.;Markoski, M.;De Angelis, K.;MacHado, U. F.;Schaan, B.",2011-02-21,2011,2.0
2106,2-s2.0-79957455422,14.0,The Journal of membrane biology,"Beloto-Silva, Olívia;Machado, Ubiratan Fabres;Oliveira-Souza, Maria",2011-02-01,2011,2.0
2107,2-s2.0-78649932982,3.0,Nutrition,"Chang Wayhs, Mônica Lisboa;de Morais, Mauro Batista;Machado, Ubiratan Fabres;Nassar, Silvia Modesto;Neto, Ulysses Fagundes;Silvério Amâncio, Olga Maria",2011-01-01,2011,2.0
2108,2-s2.0-78651439523,7.0,Acta Physiologica,"De Leon, E. B.;Bortoluzzi, A.;Rucatti, A.;Nunes, R. B.;Saur, L.;Rodrigues, M.;Oliveira, U.;Alves-Wagner, A. B.;Xavier, L. L.;Machado, U. F.;Schaan, B. D.;Dall'Ago, P.",2011-01-01,2011,2.0
2109,2-s2.0-78649637991,16.0,American Journal of Physiology - Endocrinology and Metabolism,"Sabino-Silva, Robinson;Alves-Wagner, Ana B.T.;Burgi, Katia;Okamoto, Maristela M.;Alves, Adilson S.;Lima, Guilherme A.;Freitas, Helayne S.;Antunes, Vagner R.;Machado, Ubiratan F.",2010-12-01,2010,1.0
2110,2-s2.0-78649464508,28.0,Brazilian Journal of Medical and Biological Research,"Sabino-Silva, R.;Mori, R. C.;David-Silva, A.;Okamoto, M. M.;Freitas, H. S.;MacHado, U. F.",2010-11-01,2010,1.0
2111,2-s2.0-77958558386,31.0,Cardiovascular Diabetology,"Lehnen, Alexandre M.;Leguisamo, Natalia M.;Pinto, Graziela H.;Markoski, Melissa M.;De Angelis, Kátia;Machado, Ubiratan F.;Schaan, Beatriz",2010-10-28,2010,2.0
2112,2-s2.0-76249091558,42.0,Metabolism: Clinical and Experimental,"Furuya, Daniela T.;Poletto, Ana C.;Favaro, Rodolfo R.;Martins, Joilson O.;Zorn, Telma M.T.;Machado, Ubiratan F.",2010-03-01,2010,1.0
2113,2-s2.0-77249177086,8.0,Cell Biochemistry and Function,"Poletto, Ana Cláudia;Anhê, Gabriel Forato;Eichler, Paula;Takahashi, Hilton Kenji;Furuya, Daniela Tomie;Okamoto, Maristela Mitiko;Curi, Rui;Machado, Ubiratan Fabres",2010-03-01,2010,1.0
2114,2-s2.0-71549155612,8.0,Muscle and Nerve,"Alves-Wagner, Ana Barbara Teixeira;De Freitas, Helayne Soares;De Souza, Paula Bargi;Seraphim, Patricia Monteiro;Mori, Rosana Cristina Tieko;Machado, Ubiratan Fabres",2009-11-01,2009,1.0
2115,2-s2.0-74549185105,1.0,Japanese Journal of Veterinary Research,"Furuya, Daniela Tomie;Ishii, Tatsuya;Kamikawa, Akihiro;Shimada, Kohei;Machado, Ubiratan Fabres;Saito, Masayuki;Kimura, Kazuhiro",2009-11-01,2009,2.0
2116,2-s2.0-67349248394,19.0,Molecular and Cellular Endocrinology,"Freitas, H. S.;Schaan, B. D.;David-Silva, A.;Sabino-Silva, R.;Okamoto, M. M.;Alves-Wagner, A. B.;Mori, R. C.;Machado, U. F.",2009-06-16,2009,1.0
2117,2-s2.0-66449091608,14.0,Endocrinology,"De Barbosa, Thais Castro;De Carvalho, José Edgar Nicoletti;Poyares, Leonice Lourenço;Bordin, Silvana;Machado, Ubiratan Fabres;Nunes, Maria Tereza",2009-05-01,2009,1.0
2118,2-s2.0-63149131265,27.0,Journal of Membrane Biology,"Sabino-Silva, R.;Freitas, H. S.;Lamers, M. L.;Okamoto, M. M.;Santos, M. F.;MacHado, U. F.",2009-03-01,2009,1.0
